DEF_File,NumInstances,NumMacros,NumNets,NumValidPins,NumMissingPins,NumMovableInstances,NumFixedInstances,DieWidth,DieHeight,PinDensity,CellDensity,MacroDensity,AvgNetDegree,RentsExponent,NetSkewness,HPWL,TotalWirelength
7332-zero-riscy-a-1-c2-u0.85-m3-p4-f1.def,37298,459,43729,93304,74347,37295,3,1027320,1023000,0.0888,0.0387,0.0981,3.83,0.0498,47.6991,644820870.1,82204010805
7592-zero-riscy-a-1-c5-u0.85-m2-p8-f1.def,38240,200,39382,97480,60749,38237,3,1024380,1023000,0.093,0.038,0.0978,4.02,0.0504,40.6194,613257627.4,76251146035
7548-zero-riscy-a-1-c5-u0.75-m3-p4-f1.def,38266,197,39358,97538,60640,38263,3,1082340,1081800,0.0833,0.034,0.0875,4.02,0.0503,40.1228,653250346.7,78086135816
7569-zero-riscy-a-1-c5-u0.8-m3-p1-f1.def,38245,198,39291,97499,60551,38242,3,1052520,1050300,0.0882,0.036,0.0928,4.02,0.0503,40.3899,767803937.1,93912993259
7558-zero-riscy-a-1-c5-u0.8-m1-p6-f1.def,38265,193,39185,97548,60285,38262,3,1052520,1050300,0.0882,0.036,0.0928,4.03,0.0503,40.0951,645509862.3,84195263229
7121-zero-riscy-a-1-c2-u0.7-m4-p3-f0.def,37994,443,42346,96597,68001,37991,3,1119300,1115400,0.0774,0.034,0.0827,3.89,0.0503,46.9733,657317631,82744315157
7799-zero-riscy-a-1-c20-u0.7-m3-p8-f1.def,38317,206,39358,97632,60548,38314,3,1115940,1115400,0.0784,0.0322,0.0823,4.02,0.0504,40.7237,682720503.4,92525724973
7284-zero-riscy-a-1-c2-u0.75-m3-p4-f1.def,37758,396,42972,94686,71338,37755,3,1085280,1081800,0.0806,0.0357,0.0884,3.86,0.0501,47.3021,636158104.3,77985962443
7655-zero-riscy-a-1-c20-u0.7-m4-p7-f0.def,38256,202,39221,97523,60381,38253,3,1115940,1115400,0.0783,0.0321,0.0824,4.03,0.0503,40.1624,649889821.5,78701746209
7126-zero-riscy-a-1-c2-u0.7-m4-p8-f0.def,37246,434,43938,93133,74862,37243,3,1119300,1115400,0.0746,0.0337,0.083,3.82,0.0499,48.9587,596276567.1,81463857235
7347-zero-riscy-a-1-c2-u0.9-m2-p3-f1.def,38426,379,41547,97412,65367,38423,3,1001280,997800,0.0975,0.0415,0.1029,3.92,0.0503,46.1175,708829374.2,73557718045
7676-zero-riscy-a-1-c20-u0.75-m3-p4-f0.def,38309,200,39279,97624,60397,38306,3,1082340,1081800,0.0834,0.0342,0.0875,4.02,0.0503,40.0601,628943554.6,83651529344
7839-zero-riscy-a-1-c20-u0.8-m2-p8-f1.def,38306,199,39297,97624,60436,38303,3,1052520,1050300,0.0883,0.0361,0.0927,4.02,0.0503,40.1473,649570122.4,81359174092
7875-zero-riscy-a-1-c20-u0.9-m1-p4-f1.def,38292,202,39316,97593,60499,38289,3,998760,997800,0.0979,0.0401,0.1028,4.02,0.0504,40.1672,726820712.4,77548785977
7705-zero-riscy-a-1-c20-u0.8-m3-p1-f0.def,38307,207,39235,97633,60301,38304,3,1052520,1050300,0.0883,0.0363,0.0927,4.03,0.0503,40.6324,620510607,78750219434
7510-zero-riscy-a-1-c5-u0.7-m1-p6-f1.def,38227,208,39454,97454,60916,38224,3,1115940,1115400,0.0783,0.032,0.0823,4.01,0.0505,41.4362,657895545.7,84825610967
7511-zero-riscy-a-1-c5-u0.7-m1-p7-f1.def,38248,208,39416,97505,60797,38245,3,1115940,1115400,0.0783,0.032,0.0823,4.02,0.0505,41.3625,666488452.7,87681456639
7601-zero-riscy-a-1-c5-u0.9-m1-p1-f1.def,38265,200,39275,97543,60471,38262,3,998760,997800,0.0979,0.0399,0.1029,4.02,0.0503,40.4588,654906819,77658740669
7178-zero-riscy-a-1-c2-u0.8-m3-p8-f0.def,37193,488,43842,94655,73189,37190,3,1053360,1052400,0.0854,0.0382,0.0932,3.83,0.0499,47.952,627162654.3,77171444842
7854-zero-riscy-a-1-c20-u0.85-m1-p7-f1.def,38289,198,39273,97591,60420,38286,3,1024380,1023000,0.0931,0.0382,0.0978,4.02,0.0503,39.7609,603635085.5,73585567633
7745-zero-riscy-a-1-c20-u0.85-m4-p2-f0.def,38288,201,39278,97601,60412,38285,3,1024380,1023000,0.0931,0.0382,0.0978,4.02,0.0503,39.8926,670091036.8,80333072928
7792-zero-riscy-a-1-c20-u0.7-m3-p1-f1.def,38323,202,39347,97642,60519,38320,3,1115940,1115400,0.0784,0.0322,0.0823,4.02,0.0504,40.6436,733808839.3,94435622782
7609-zero-riscy-a-1-c5-u0.9-m2-p1-f1.def,38265,200,39275,97543,60471,38262,3,998760,997800,0.0979,0.0399,0.1029,4.02,0.0503,40.4588,654906819,77658740669
7794-zero-riscy-a-1-c20-u0.7-m3-p3-f1.def,38323,203,39369,97635,60568,38320,3,1115940,1115400,0.0784,0.0322,0.0823,4.02,0.0503,40.48,709472589.6,95472529568
7361-zero-riscy-a-1-c5-u0.7-m1-p1-f0.def,38291,200,39456,97570,60810,38288,3,1115940,1115400,0.0784,0.032,0.0823,4.01,0.0504,41.5448,647647429.5,86828548531
7583-zero-riscy-a-1-c5-u0.85-m1-p7-f1.def,38306,202,39302,97608,60462,38303,3,1024380,1023000,0.0931,0.0382,0.0978,4.02,0.0503,39.9037,596276971.9,73915796675
7777-zero-riscy-a-1-c20-u0.7-m1-p2-f1.def,38318,203,39329,97641,60486,38315,3,1115940,1115400,0.0784,0.0321,0.0824,4.02,0.0503,40.172,683517319,88354898862
7194-zero-riscy-a-1-c2-u0.85-m1-p8-f0.def,38062,418,42322,96047,68695,38059,3,1027320,1023000,0.0914,0.0402,0.098,3.89,0.05,44.4283,649666762.6,76619723680
7567-zero-riscy-a-1-c5-u0.8-m2-p7-f1.def,38298,203,39295,97598,60458,38295,3,1052520,1050300,0.0883,0.0362,0.0927,4.02,0.0503,40.553,618792795.8,76621611593
7889-zero-riscy-a-1-c20-u0.9-m3-p2-f1.def,38322,200,39338,97651,60487,38319,3,998760,997800,0.098,0.0401,0.1028,4.02,0.0503,40.0697,709924561.2,81717619946
7390-zero-riscy-a-1-c5-u0.7-m4-p6-f0.def,38265,197,39424,97536,60775,38262,3,1115940,1115400,0.0784,0.032,0.0823,4.02,0.0504,40.8335,648061168.1,77058145941
7721-zero-riscy-a-1-c20-u0.85-m1-p1-f0.def,38307,212,39372,97639,60563,38304,3,1024380,1023000,0.0932,0.0382,0.0978,4.02,0.0504,41.5869,729738876.2,73640334062
7352-zero-riscy-a-1-c2-u0.9-m2-p8-f1.def,38062,395,42281,95728,68870,38059,3,1001280,997800,0.0958,0.0416,0.1032,3.89,0.0501,45.0744,676579747.5,75279456617
7689-zero-riscy-a-1-c20-u0.8-m1-p1-f0.def,38270,204,39212,97562,60328,38267,3,1052520,1050300,0.0883,0.036,0.0928,4.03,0.0503,39.7511,613238204.2,79809282674
7505-zero-riscy-a-1-c5-u0.7-m1-p1-f1.def,38263,211,39448,97538,60824,38260,3,1115940,1115400,0.0784,0.032,0.0823,4.01,0.0504,41.4889,692963580.2,88297235540
7890-zero-riscy-a-1-c20-u0.9-m3-p3-f1.def,38306,200,39300,97629,60436,38303,3,998760,997800,0.098,0.0401,0.1028,4.02,0.0504,40.6808,719100831,81331183138
7393-zero-riscy-a-1-c5-u0.75-m1-p1-f0.def,38243,209,39441,97489,60857,38240,3,1082340,1081800,0.0833,0.0341,0.0875,4.01,0.0504,41.06,676319467.6,97864527368
7294-zero-riscy-a-1-c2-u0.8-m1-p6-f1.def,37845,432,42840,95651,70044,37842,3,1053360,1052400,0.0863,0.0379,0.0938,3.87,0.0501,47.7565,665506069.9,79239462724
7680-zero-riscy-a-1-c20-u0.75-m3-p8-f0.def,38330,201,39326,97653,60463,38327,3,1082340,1081800,0.0834,0.0342,0.0875,4.02,0.0504,40.7192,618415209.2,85063277705
7492-zero-riscy-a-1-c5-u0.9-m2-p4-f0.def,38196,222,39988,97373,62080,38193,3,998760,997800,0.0977,0.0399,0.1028,3.99,0.0504,42.6945,1424169550,75797317492
7810-zero-riscy-a-1-c20-u0.75-m2-p3-f1.def,38297,200,39269,97610,60395,38294,3,1082340,1081800,0.0834,0.0342,0.0876,4.02,0.0503,40.4324,737928286.9,91789681332
7115-zero-riscy-a-1-c2-u0.7-m3-p5-f0.def,34982,557,48007,90176,86534,34979,3,1119300,1115400,0.0722,0.0344,0.0831,3.68,0.0491,51.8672,532291837.6,78270083744
7375-zero-riscy-a-1-c5-u0.7-m2-p7-f0.def,38205,200,39294,97438,60615,38202,3,1115940,1115400,0.0783,0.0319,0.0824,4.02,0.0504,40.2903,616740380.3,82429979662
7114-zero-riscy-a-1-c2-u0.7-m3-p4-f0.def,34705,564,48558,89028,88991,34702,3,1119300,1115400,0.0713,0.0345,0.0831,3.67,0.0491,53.1366,589324864.3,78270562516
7668-zero-riscy-a-1-c20-u0.75-m2-p4-f0.def,38315,203,39321,97618,60486,38312,3,1082340,1081800,0.0834,0.0342,0.0876,4.02,0.0503,40.1587,761525776.1,1.10E+11
7466-zero-riscy-a-1-c5-u0.85-m2-p2-f0.def,38236,204,39489,97492,60944,38233,3,1024380,1023000,0.093,0.0379,0.0979,4.01,0.0504,40.9444,695470276.8,77438577232
7397-zero-riscy-a-1-c5-u0.75-m1-p5-f0.def,38288,204,39315,97575,60520,38285,3,1082340,1081800,0.0833,0.0342,0.0875,4.02,0.0503,40.2965,663864740.8,98392980029
7514-zero-riscy-a-1-c5-u0.7-m2-p2-f1.def,38273,201,39388,97543,60695,38270,3,1115940,1115400,0.0784,0.032,0.0823,4.02,0.0504,41.0648,696756972.5,94964908471
7572-zero-riscy-a-1-c5-u0.8-m3-p4-f1.def,38294,199,39293,97589,60464,38291,3,1052520,1050300,0.0883,0.0361,0.0927,4.02,0.0503,40.3462,732836179.7,99815199624
7259-zero-riscy-a-1-c2-u0.7-m3-p3-f1.def,37691,410,42662,95092,70111,37688,3,1119300,1115400,0.0762,0.033,0.0827,3.87,0.05,46.3477,658736866.2,1.03E+11
7541-zero-riscy-a-1-c5-u0.75-m2-p5-f1.def,38263,199,39338,97548,60595,38260,3,1082340,1081800,0.0833,0.034,0.0875,4.02,0.0505,41.8496,620957988.8,82763873891
7809-zero-riscy-a-1-c20-u0.75-m2-p2-f1.def,38306,202,39319,97609,60492,38303,3,1082340,1081800,0.0834,0.0342,0.0876,4.02,0.0503,40.4743,684931003.1,89255855142
7761-zero-riscy-a-1-c20-u0.9-m2-p2-f0.def,38273,208,39403,97561,60701,38270,3,998760,997800,0.0979,0.04,0.1029,4.02,0.0503,40.0827,666880911.1,71808735309
7760-zero-riscy-a-1-c20-u0.9-m2-p1-f0.def,38335,212,39813,97672,61413,38332,3,998760,997800,0.098,0.0403,0.1028,4,0.0503,41.9011,953629379.2,73742653307
7452-zero-riscy-a-1-c5-u0.8-m4-p4-f0.def,38300,206,39445,97588,60771,38297,3,1052520,1050300,0.0883,0.0361,0.0926,4.01,0.0503,40.5415,642941841,79239232848
7770-zero-riscy-a-1-c20-u0.9-m4-p3-f0.def,38294,207,39507,97597,60876,38291,3,998760,997800,0.0979,0.04,0.1029,4.01,0.0503,40.9683,1016493054,75001165909
7639-zero-riscy-a-1-c20-u0.7-m2-p7-f0.def,38327,205,39289,97652,60390,38324,3,1115940,1115400,0.0785,0.0321,0.0823,4.02,0.0503,40.1994,617463591.4,83073117749
7177-zero-riscy-a-1-c2-u0.8-m3-p7-f0.def,38218,363,41977,96164,67422,38215,3,1053360,1052400,0.0867,0.0374,0.0931,3.9,0.0499,44.6189,609120852.4,86452656672
7821-zero-riscy-a-1-c20-u0.75-m3-p6-f1.def,38314,200,39333,97634,60498,38311,3,1082340,1081800,0.0834,0.0342,0.0875,4.02,0.0503,40.1794,636587743.9,83548502263
7287-zero-riscy-a-1-c2-u0.75-m3-p7-f1.def,36746,491,44953,91832,78461,36743,3,1085280,1081800,0.0782,0.0359,0.0887,3.79,0.0498,50.076,555689498,70574222783
7422-zero-riscy-a-1-c5-u0.75-m4-p6-f0.def,38248,200,39351,97503,60663,38245,3,1082340,1081800,0.0833,0.034,0.0875,4.02,0.0503,40.2902,633615698.2,82339937040
7485-zero-riscy-a-1-c5-u0.85-m4-p5-f0.def,38276,201,39264,97563,60424,38273,3,1024380,1023000,0.0931,0.0381,0.0979,4.02,0.0503,39.9219,590223742.9,75800989184
7715-zero-riscy-a-1-c20-u0.8-m4-p3-f0.def,38278,194,39271,97562,60444,38275,3,1052520,1050300,0.0883,0.0361,0.0928,4.02,0.0503,40.0503,622569293.7,79020319042
7354-zero-riscy-a-1-c2-u0.9-m3-p2-f1.def,37632,478,42701,96302,68826,37629,3,1001280,997800,0.0964,0.0426,0.1031,3.87,0.0502,48.3056,916258698.2,87335641013
7549-zero-riscy-a-1-c5-u0.75-m3-p5-f1.def,38232,197,39368,97461,60740,38229,3,1082340,1081800,0.0832,0.034,0.0875,4.02,0.0504,40.5978,627695493,72918360274
7746-zero-riscy-a-1-c20-u0.85-m4-p3-f0.def,38305,201,39259,97626,60353,38302,3,1024380,1023000,0.0932,0.0382,0.0977,4.02,0.0503,40.3068,686422685,79049498986
7874-zero-riscy-a-1-c20-u0.9-m1-p3-f1.def,38288,202,39229,97591,60328,38285,3,998760,997800,0.0979,0.0401,0.1029,4.03,0.0503,39.6291,642345710.1,78367778905
7343-zero-riscy-a-1-c2-u0.9-m1-p7-f1.def,37954,427,42591,95631,69625,37951,3,1001280,997800,0.0957,0.042,0.1034,3.88,0.0501,46.6002,751830234.8,75485094349
7405-zero-riscy-a-1-c5-u0.75-m2-p5-f0.def,38305,209,39368,97595,60604,38302,3,1082340,1081800,0.0834,0.0341,0.0876,4.02,0.0504,40.8713,682424801.3,99213542556
7484-zero-riscy-a-1-c5-u0.85-m4-p4-f0.def,38288,203,39475,97559,60850,38285,3,1024380,1023000,0.0931,0.0381,0.0977,4.01,0.0503,40.9807,771584762.2,76152995278
7844-zero-riscy-a-1-c20-u0.8-m3-p5-f1.def,38312,202,39350,97638,60528,38309,3,1052520,1050300,0.0883,0.0363,0.0926,4.02,0.0503,40.5416,654368795.2,84475948886
7767-zero-riscy-a-1-c20-u0.9-m2-p8-f0.def,38268,203,39331,97544,60578,38265,3,998760,997800,0.0979,0.04,0.1029,4.02,0.0505,42.004,592823438.6,70229687452
7645-zero-riscy-a-1-c20-u0.7-m3-p5-f0.def,38328,204,39348,97664,60496,38325,3,1115940,1115400,0.0785,0.0322,0.0823,4.02,0.0503,40.0235,650333512.9,85019204154
7261-zero-riscy-a-1-c2-u0.7-m3-p5-f1.def,38237,380,41343,97245,65065,38234,3,1119300,1115400,0.0779,0.0331,0.0825,3.93,0.0502,44.531,664157810,99237543460
7891-zero-riscy-a-1-c20-u0.9-m3-p4-f1.def,38346,212,39425,97705,60609,38343,3,998760,997800,0.098,0.0402,0.1027,4.02,0.0503,40.2279,810051041.5,84848022012
7262-zero-riscy-a-1-c2-u0.7-m3-p6-f1.def,36160,545,45602,90860,80647,36157,3,1119300,1115400,0.0728,0.0344,0.0837,3.76,0.0497,51.0029,542089114.9,84202029448
7199-zero-riscy-a-1-c2-u0.85-m2-p5-f0.def,38202,420,42022,96786,67185,38199,3,1027320,1023000,0.0921,0.0402,0.0983,3.9,0.0502,46.2788,792798030.2,78572499240
7822-zero-riscy-a-1-c20-u0.75-m3-p7-f1.def,38301,202,39295,97618,60437,38298,3,1082340,1081800,0.0834,0.0342,0.0875,4.02,0.0503,40.2161,672669452.9,76246991412
7109-zero-riscy-a-1-c2-u0.7-m2-p5-f0.def,38686,290,40494,98212,62252,38683,3,1119300,1115400,0.0787,0.0325,0.0822,3.96,0.0502,42.7321,700085513.7,1.04E+11
7218-zero-riscy-a-1-c2-u0.9-m1-p2-f0.def,38025,405,41605,97242,65594,38022,3,1001280,997800,0.0973,0.0411,0.1028,3.91,0.0503,46.1863,899359714,69383246349
7508-zero-riscy-a-1-c5-u0.7-m1-p4-f1.def,38241,207,39439,97499,60844,38238,3,1115940,1115400,0.0783,0.032,0.0823,4.01,0.0504,41.0619,688659102,87336306210
7201-zero-riscy-a-1-c2-u0.85-m2-p7-f0.def,38194,427,42175,96893,67379,38191,3,1027320,1023000,0.0922,0.0404,0.0983,3.9,0.0503,47.4937,890206893.8,74917356586
7402-zero-riscy-a-1-c5-u0.75-m2-p2-f0.def,38328,204,39383,97642,60590,38325,3,1082340,1081800,0.0834,0.0342,0.0875,4.02,0.0503,40.4951,717840517.2,1.00E+11
7374-zero-riscy-a-1-c5-u0.7-m2-p6-f0.def,38279,201,39401,97560,60705,38276,3,1115940,1115400,0.0784,0.032,0.0823,4.02,0.0503,40.4688,609031439.5,83155641206
7599-zero-riscy-a-1-c5-u0.85-m3-p7-f1.def,38248,203,39275,97514,60499,38245,3,1024380,1023000,0.0931,0.038,0.0978,4.02,0.0504,40.581,652498410.2,95165030994
7193-zero-riscy-a-1-c2-u0.85-m1-p7-f0.def,37923,391,42484,95334,69796,37920,3,1027320,1023000,0.0907,0.0394,0.0979,3.89,0.05,44.7878,638271191,74567195117
7344-zero-riscy-a-1-c2-u0.9-m1-p8-f1.def,38062,395,42281,95728,68870,38059,3,1001280,997800,0.0958,0.0416,0.1032,3.89,0.0501,45.0744,676579747.5,75279456617
7818-zero-riscy-a-1-c20-u0.75-m3-p3-f1.def,38324,204,39327,97652,60466,38321,3,1082340,1081800,0.0834,0.0342,0.0875,4.02,0.0503,40.5108,737771254.8,79587297211
7748-zero-riscy-a-1-c20-u0.85-m4-p5-f0.def,38311,202,39242,97640,60302,38308,3,1024380,1023000,0.0932,0.0382,0.0978,4.02,0.0503,39.6543,584082869.1,75078038057
7120-zero-riscy-a-1-c2-u0.7-m4-p2-f0.def,37292,424,44224,92831,75848,37289,3,1119300,1115400,0.0744,0.0337,0.0833,3.81,0.0497,47.7908,630883535.1,83610078757
7631-zero-riscy-a-1-c20-u0.7-m1-p7-f0.def,38308,205,39336,97634,60503,38305,3,1115940,1115400,0.0784,0.0321,0.0823,4.02,0.0504,40.6065,622943595.3,79157906743
7171-zero-riscy-a-1-c2-u0.8-m2-p7-f0.def,37958,406,42395,95472,69338,37955,3,1053360,1052400,0.0861,0.0373,0.0931,3.89,0.0499,44.9908,619120835.6,75345392166
7241-zero-riscy-a-1-c2-u0.7-m1-p1-f1.def,38297,442,41631,97446,65577,38294,3,1119300,1115400,0.0781,0.0334,0.0825,3.92,0.0502,44.9108,730912500.2,91229764521
7435-zero-riscy-a-1-c5-u0.8-m2-p3-f0.def,38245,198,39338,97477,60659,38242,3,1052520,1050300,0.0882,0.036,0.0927,4.02,0.0504,40.7709,637750257.6,75122012737
7187-zero-riscy-a-1-c2-u0.85-m1-p1-f0.def,37866,412,42519,95218,69930,37863,3,1027320,1023000,0.0906,0.0397,0.098,3.88,0.0499,44.5043,707565722.2,75200403657
7693-zero-riscy-a-1-c20-u0.8-m1-p5-f0.def,38292,203,39260,97598,60388,38289,3,1052520,1050300,0.0883,0.0361,0.0927,4.02,0.0504,40.8515,587786195.4,79415124843
7686-zero-riscy-a-1-c20-u0.75-m4-p6-f0.def,38257,197,39285,97521,60507,38254,3,1082340,1081800,0.0833,0.0341,0.0876,4.02,0.0503,39.7327,617090367.3,84523144108
7395-zero-riscy-a-1-c5-u0.75-m1-p3-f0.def,38273,207,39449,97506,60858,38270,3,1082340,1081800,0.0833,0.034,0.0875,4.01,0.0504,41.5781,697820179,96892069980
7577-zero-riscy-a-1-c5-u0.85-m1-p1-f1.def,38276,200,39337,97568,60573,38273,3,1024380,1023000,0.0931,0.038,0.0978,4.02,0.0503,40.5866,625927512.7,83265386732
7694-zero-riscy-a-1-c20-u0.8-m1-p6-f0.def,38309,205,39283,97634,60393,38306,3,1052520,1050300,0.0883,0.0362,0.0927,4.02,0.0503,40.5569,587917690.3,80592968304
7728-zero-riscy-a-1-c20-u0.85-m1-p8-f0.def,38268,201,39317,97564,60524,38265,3,1024380,1023000,0.0931,0.0381,0.0979,4.02,0.0503,39.9592,568324710.9,79041823254
7173-zero-riscy-a-1-c2-u0.8-m3-p1-f0.def,37445,486,43142,95734,70569,37442,3,1053360,1052400,0.0864,0.0384,0.093,3.85,0.05,46.9811,625085610.9,80248072263
7732-zero-riscy-a-1-c20-u0.85-m2-p4-f0.def,38298,200,39401,97601,60660,38295,3,1024380,1023000,0.0931,0.0383,0.0978,4.02,0.0503,40.2888,784204762.8,75548589854
7752-zero-riscy-a-1-c20-u0.9-m1-p1-f0.def,38312,207,39369,97643,60552,38309,3,998760,997800,0.098,0.0402,0.1028,4.02,0.0504,40.3594,730083505.6,69892578462
7650-zero-riscy-a-1-c20-u0.7-m4-p2-f0.def,38295,204,39285,97600,60431,38292,3,1115940,1115400,0.0784,0.0321,0.0824,4.02,0.0503,40.1468,667522856.4,79478918308
7555-zero-riscy-a-1-c5-u0.8-m1-p3-f1.def,38291,211,39307,97597,60481,38288,3,1052520,1050300,0.0883,0.0362,0.0927,4.02,0.0503,40.3763,697568362.8,84639823444
7491-zero-riscy-a-1-c5-u0.9-m2-p3-f0.def,38265,238,40196,97466,62405,38262,3,998760,997800,0.0978,0.04,0.1029,3.98,0.0503,43.4282,1071360270,73303878213
7789-zero-riscy-a-1-c20-u0.7-m2-p6-f1.def,38302,198,39312,97620,60464,38299,3,1115940,1115400,0.0784,0.0321,0.0823,4.02,0.0503,40.0493,671297782.1,94602360462
7758-zero-riscy-a-1-c20-u0.9-m1-p7-f0.def,38271,202,39251,97571,60391,38268,3,998760,997800,0.0979,0.0401,0.1029,4.02,0.0504,40.0095,587567130.2,70201666778
7493-zero-riscy-a-1-c5-u0.9-m2-p5-f0.def,38286,206,39511,97562,60921,38283,3,998760,997800,0.0979,0.04,0.1028,4.01,0.0503,40.9021,723533328.5,71308143146
7625-zero-riscy-a-1-c20-u0.7-m1-p1-f0.def,38310,197,39309,97633,60450,38307,3,1115940,1115400,0.0784,0.0321,0.0824,4.02,0.0503,40.1911,639763872.9,86587769792
7803-zero-riscy-a-1-c20-u0.75-m1-p4-f1.def,38306,204,39353,97622,60551,38303,3,1082340,1081800,0.0834,0.0342,0.0875,4.02,0.0503,39.9558,776030604,90902547511
7849-zero-riscy-a-1-c20-u0.85-m1-p2-f1.def,38285,198,39265,97570,60428,38282,3,1024380,1023000,0.0931,0.0381,0.0979,4.02,0.0503,40.0299,616510707.8,82988620599
7864-zero-riscy-a-1-c20-u0.85-m3-p1-f1.def,38337,202,39344,97677,60474,38334,3,1024380,1023000,0.0932,0.0383,0.0977,4.02,0.0503,40.3006,698594150.6,90758746123
7808-zero-riscy-a-1-c20-u0.75-m2-p1-f1.def,38300,201,39314,97587,60507,38297,3,1082340,1081800,0.0833,0.0341,0.0876,4.02,0.0503,40.3584,668769982.3,89363684202
7408-zero-riscy-a-1-c5-u0.75-m2-p8-f0.def,38306,205,39331,97627,60498,38303,3,1082340,1081800,0.0834,0.0343,0.0875,4.02,0.0503,40.1117,704024602.2,1.02E+11
7353-zero-riscy-a-1-c2-u0.9-m3-p1-f1.def,38080,408,41915,96435,67086,38077,3,1001280,997800,0.0965,0.0421,0.1032,3.9,0.0503,46.9499,810878470.9,86036124701
7744-zero-riscy-a-1-c20-u0.85-m4-p1-f0.def,38301,201,39314,97631,60453,38298,3,1024380,1023000,0.0932,0.0382,0.0977,4.02,0.0505,41.7037,648358839.9,77902859730
7647-zero-riscy-a-1-c20-u0.7-m3-p7-f0.def,38313,204,39348,97640,60520,38310,3,1115940,1115400,0.0784,0.0322,0.0823,4.02,0.0503,39.8811,651267663.7,87560742233
7605-zero-riscy-a-1-c5-u0.9-m1-p5-f1.def,38274,197,39284,97551,60478,38271,3,998760,997800,0.0979,0.04,0.1028,4.02,0.0503,39.8214,601880588.1,77912264978
7515-zero-riscy-a-1-c5-u0.7-m2-p3-f1.def,38296,194,39341,97601,60544,38293,3,1115940,1115400,0.0784,0.0321,0.0823,4.02,0.0503,40.2169,717623197.4,94049622992
7223-zero-riscy-a-1-c2-u0.9-m1-p7-f0.def,38260,371,41316,97135,65274,38257,3,1001280,997800,0.0972,0.0412,0.1028,3.93,0.05,42.5106,753921877.4,70293426699
7575-zero-riscy-a-1-c5-u0.8-m3-p7-f1.def,38311,199,39300,97644,60422,38308,3,1052520,1050300,0.0883,0.0362,0.0926,4.02,0.0503,40.5303,720276641.1,1.00E+11
7611-zero-riscy-a-1-c5-u0.9-m2-p3-f1.def,38234,203,39371,97476,60727,38231,3,998760,997800,0.0978,0.0399,0.1029,4.02,0.0504,41.2245,650225833.1,73901093434
7659-zero-riscy-a-1-c20-u0.75-m1-p3-f0.def,38332,202,39325,97658,60458,38329,3,1082340,1081800,0.0834,0.0342,0.0875,4.02,0.0503,40.1743,692760311.5,99407938950
7283-zero-riscy-a-1-c2-u0.75-m3-p3-f1.def,37877,401,42797,95044,70318,37874,3,1085280,1081800,0.081,0.0358,0.0887,3.86,0.0502,48.524,652780021,78383020031
7884-zero-riscy-a-1-c20-u0.9-m2-p5-f1.def,38287,205,39232,97582,60340,38284,3,998760,997800,0.0979,0.0402,0.1028,4.03,0.0503,39.508,603583385.9,77129286223
7351-zero-riscy-a-1-c2-u0.9-m2-p7-f1.def,37954,427,42591,95631,69625,37951,3,1001280,997800,0.0957,0.042,0.1034,3.88,0.0501,46.6002,751830234.8,75485094349
7198-zero-riscy-a-1-c2-u0.85-m2-p4-f0.def,38361,382,41847,96983,66451,38358,3,1027320,1023000,0.0923,0.0398,0.098,3.91,0.0502,45.8745,866041434.9,75101772187
7638-zero-riscy-a-1-c20-u0.7-m2-p6-f0.def,38303,195,39292,97622,60424,38300,3,1115940,1115400,0.0784,0.0321,0.0824,4.02,0.0503,40.1216,608651660.4,82806729368
7740-zero-riscy-a-1-c20-u0.85-m3-p5-f0.def,38359,262,40307,97712,62368,38356,3,1024380,1023000,0.0932,0.0383,0.0977,3.97,0.05,42.0664,1874600499,1.29E+11
7216-zero-riscy-a-1-c2-u0.85-m4-p8-f0.def,38418,331,41340,97309,65157,38415,3,1027320,1023000,0.0926,0.0392,0.0977,3.93,0.0502,44.2082,652883018,70659655455
7336-zero-riscy-a-1-c2-u0.85-m3-p8-f1.def,36332,509,45095,93351,77115,36329,3,1027320,1023000,0.0888,0.0401,0.0983,3.78,0.0495,49.0794,601081792.3,88245376655
7439-zero-riscy-a-1-c5-u0.8-m2-p7-f0.def,38256,201,39234,97526,60401,38253,3,1052520,1050300,0.0882,0.036,0.0927,4.03,0.0504,40.6032,588476438.3,77968399080
7179-zero-riscy-a-1-c2-u0.8-m4-p1-f0.def,38484,376,41274,97642,64620,38481,3,1053360,1052400,0.0881,0.037,0.0927,3.93,0.0502,44.697,607868599,75788715885
7787-zero-riscy-a-1-c20-u0.7-m2-p4-f1.def,38307,210,39334,97633,60500,38304,3,1115940,1115400,0.0784,0.0322,0.0823,4.02,0.0504,40.4113,703194241.5,96250785022
7840-zero-riscy-a-1-c20-u0.8-m3-p1-f1.def,38314,202,39295,97634,60418,38311,3,1052520,1050300,0.0883,0.0363,0.0926,4.02,0.0503,40.2518,660033904.5,83381204996
7175-zero-riscy-a-1-c2-u0.8-m3-p5-f0.def,37280,476,43504,95245,71933,37277,3,1053360,1052400,0.0859,0.0379,0.093,3.84,0.0499,47.5449,566599437.4,77286017391
7632-zero-riscy-a-1-c20-u0.7-m1-p8-f0.def,38273,197,39247,97560,60392,38270,3,1115940,1115400,0.0784,0.032,0.0824,4.02,0.0503,40.0477,624275387.3,83546931628
7833-zero-riscy-a-1-c20-u0.8-m2-p2-f1.def,38308,202,39289,97631,60415,38305,3,1052520,1050300,0.0883,0.0362,0.0928,4.02,0.0503,40.1069,640262666.5,77671304870
